idstd,id,COVb0,COVb1a,COVb1b,COVb2a,COVb2b,COVb2c,COVb3a,COVb4,COVc3,COVc1,COVc2a,COVc2b,COVc2c,COVc4a,COVc4b,COVc4c,COVc5,COVc6,COVd1,COVd3a,COVd3b,COVd4,COVd6,COVd8,COVe1a,COVe1b,COVe1c,COVe2,COVe3a,COVe3b,COVe3c,COVe4,COVe5,COVf1,COVf2a,COVf2b,COVf2c,COVf2d,COVf2e,COVf2f,COVf2fx,COVg2,COVh1,COVh2a,COVh2b,COVh2c,COVh2d,COVh2e,COVh2f
656154,879,Open,Yes,6,Decrease,,50,100,Does not apply,Yes,10,Decrease,Decrease,Decrease,Yes,Yes,Yes,40,0,8,Remain the same,Remain the same,,,0,Decrease,Increase,Decrease,Loans from commercial banks,Yes,Yes,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,Yes,Yes,No,No,,Don't know,,,,,,,
656155,440,Open,Yes,6,Decrease,,50,100,Does not apply,Yes,,Decrease,Decrease,Decrease,Yes,Yes,Yes,Don't know,50,95,Remain the same,Don't know,,,Does not apply,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,Yes,No,No,No,"No, but expect to receive them in the next 3 months",Don't know,Yes,Don't know,Don't know,Don't know,No,,5,,,,,,,
656156,997,Open,Yes,7,Decrease,,30,100,Does not apply,Yes,,Decrease,Decrease,Decrease,Yes,Yes,Yes,50,2,20,Remain the same,Remain the same,,,5,Decrease,Decrease,Decrease,Loans from commercial banks,No,Yes,No,No,No,No,,,,,,,,Don't know,,,,,,,
656157,6,Open,Yes,2,Remain the same,,,100,Does not apply,Yes,Don't know,Remain the same,Decrease,Decrease,Yes,No,Yes,80,60,20,Decrease,Decrease,5,0,3,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,5,,,,,,,
656158,1254,Open,Yes,8,Decrease,,35,100,Does not apply,No,50,Decrease,Decrease,Decrease,No,Yes,Yes,Don't know,Don't know,15,Remain the same,Decrease,1,0,10,Decrease,Remain the same,Remain the same,Equity finance,No,Yes,No,No,No,No,,,,,,,,6,,,,,,,
656159,230,Open,Yes,2,Remain the same,,,80,Decrease,Yes,80,Remain the same,Remain the same,Remain the same,No,No,Yes,10,30,700,Decrease,Don't know,Don't know,10,Don't know,Remain the same,Remain the same,Remain the same,,No,Don't know,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,Yes,Yes,No,No,,Don't know,,,,,,,
656160,1159,Open,Yes,3,Decrease,,25,100,Does not apply,No,75,Decrease,Decrease,Decrease,Yes,Yes,Yes,30,20,240,Decrease,Remain the same,2,8,2,Decrease,Increase,Increase,None of the above,Yes,No,No,No,No,No,,,,,,,,6,,,,,,,
656161,744,Open,Yes,9,Decrease,,50,100,Does not apply,No,70,Decrease,Don't know,Remain the same,No,Yes,Yes,Don't know,Don't know,5,Decrease,Decrease,1,0,Does not apply,Decrease,Remain the same,Remain the same,Delaying payments to suppliers or workers,Yes,Don't know,Don't know,No,No,No,,,,,,,,3,,,,,,,
656162,369,Open,Yes,2,Decrease,,20,100,Does not apply,No,,Remain the same,Decrease,Don't know,No,No,No,0,0,6,Remain the same,Decrease,0,0,0,Decrease,Don't know,Don't know,None of the above,No,No,No,No,No,No,,,,,,,,2,,,,,,,
656163,1121,Open,No,,Remain the same,,,100,Does not apply,No,,Remain the same,Remain the same,Remain the same,No,No,No,40,0,7,Remain the same,Don't know,,,Does not apply,Remain the same,Remain the same,Decrease,,No,No,No,No,No,No,,,,,,,,1,,,,,,,
656164,1142,Open,Yes,4,Decrease,,25,100,Does not apply,No,,Remain the same,Decrease,Remain the same,No,No,Yes,5,20,20,Remain the same,Don't know,,,Don't know,Remain the same,Decrease,Don't know,,Don't know,Don't know,Don't know,Don't know,No,No,,,,,,,,Don't know,,,,,,,
656165,608,Open,No,,Remain the same,,,100,Does not apply,No,,Remain the same,Remain the same,Remain the same,No,No,No,0,0,5,Remain the same,Remain the same,,,0,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656166,243,Open,Yes,3,Decrease,,15,90,Decrease,No,80,Remain the same,Decrease,Decrease,No,No,Yes,0,5,17,Remain the same,Remain the same,,,Does not apply,Remain the same,Decrease,Remain the same,,No,No,No,No,No,No,,,,,,,,10,,,,,,,
656167,511,Permanently closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closed before COVID-19 outbreak,Yes,Yes,Yes,Yes,No,No
656168,684,Open,Yes,4,Decrease,,20,100,Does not apply,No,,Remain the same,Decrease,Remain the same,No,No,No,30,80,20,Remain the same,Don't know,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,Does not apply,No,No,,,,,,,,Don't know,,,,,,,
656169,696,Open,Yes,Don't know,Remain the same,,,100,Does not apply,No,,Remain the same,Remain the same,Decrease,Yes,No,Yes,60,50,5,Remain the same,Don't know,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,Does not apply,No,No,,,,,,,,5,,,,,,,
656170,902,Open,Yes,7,Decrease,,40,100,Does not apply,Yes,,Decrease,Decrease,Decrease,Yes,Yes,Yes,30,0,5,Remain the same,Remain the same,,,1,Decrease,Increase,Decrease,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,No,Yes,No,No,,Don't know,,,,,,,
656171,1293,Open,No,,Decrease,,15,100,Does not apply,Don't know,60,Decrease,Decrease,Remain the same,No,No,No,5,0,185,Remain the same,Don't know,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,Don't know,No,No,No,,,,,,,,15,,,,,,,
656172,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656173,368,Open,No,,Decrease,,30,100,Does not apply,No,80,Decrease,Decrease,Decrease,No,No,Yes,0,0,20,Remain the same,Don't know,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656174,166,Open,Yes,1,Decrease,,20,100,Does not apply,No,,Remain the same,Decrease,Decrease,No,No,Yes,0,20,20,Remain the same,Decrease,5,0,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,15,,,,,,,
656175,583,Open,No,,Remain the same,,,100,Does not apply,No,,Remain the same,Remain the same,Remain the same,Yes,Yes,Yes,20,20,1300,Remain the same,Don't know,,,Don't know,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656176,910,Open,No,,Increase,20,,100,Does not apply,No,,Remain the same,Increase,Increase,Yes,Yes,No,50,0,21,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656177,642,Open,Yes,5,Decrease,,40,100,Does not apply,No,,Decrease,Decrease,Decrease,No,No,No,Don't know,0,30,Remain the same,Decrease,10,2,8,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656178,1153,Open,Yes,7,Decrease,,50,100,Does not apply,Yes,,Decrease,Decrease,Decrease,Yes,Yes,Yes,30,10,8,Remain the same,Remain the same,,,0,Decrease,Increase,Increase,Loans from commercial banks,Yes,Yes,No,No,No,No,,,,,,,,Don't know,,,,,,,
656179,383,Open,Yes,2,Remain the same,,,100,Does not apply,No,80,Remain the same,Remain the same,Remain the same,No,No,No,0,0,5,Remain the same,Decrease,0,0,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656180,981,Open,Yes,8,Decrease,,90,100,Does not apply,No,,Decrease,Don't know,Don't know,No,No,No,0,0,20,Remain the same,Remain the same,,,Does not apply,Decrease,Don't know,Don't know,None of the above,No,Yes,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,No,Yes,No,No,,Don't know,,,,,,,
656181,1086,Open,Yes,2,Decrease,,20,100,Does not apply,No,80,Remain the same,Decrease,Decrease,No,Yes,No,30,0,19,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,8,,,,,,,
656182,1122,Open,No,,Decrease,,40,100,Does not apply,Yes,70,Remain the same,Decrease,Decrease,Yes,Yes,Yes,70,10,61,Remain the same,Remain the same,,,Does not apply,Decrease,Increase,Remain the same,None of the above,No,Yes,No,No,No,"No, but expect to receive them in the next 3 months",No,No,No,Yes,No,No,,Don't know,,,,,,,
656183,215,Open,Yes,4,Decrease,,50,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,Yes,Yes,No,40,0,11,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Decrease,Equity finance,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,Don't know,,,,,,,
656184,139,Open,Yes,2,Decrease,,30,80,Decrease,Yes,70,Remain the same,Decrease,Decrease,Yes,No,Yes,10,0,35,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,4,,,,,,,
656185,340,Open,Yes,2,Decrease,,30,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,No,No,Yes,20,0,102,Remain the same,Remain the same,,,24,Decrease,Remain the same,Remain the same,Equity finance,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656186,816,Temporarily closed,,13,Decrease,,40,100,Does not apply,Yes,40,Decrease,Decrease,Decrease,Yes,Yes,Yes,Don't know,40,58,Remain the same,Remain the same,,,32,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,Yes,Yes,No,"No, but expect to receive them in the next 3 months",No,Yes,Yes,Yes,No,No,,2,,,,,,,
656187,446,Open,No,,Remain the same,,,100,Does not apply,Yes,,Increase,Remain the same,Remain the same,Yes,Yes,Yes,30,20,24,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,Does not apply,No,No,,,,,,,,Don't know,,,,,,,
656188,1161,Temporarily closed,,11,Decrease,,85,100,Does not apply,Yes,,Decrease,Decrease,Decrease,Yes,Yes,Yes,20,80,26,Remain the same,Remain the same,,,Does not apply,Decrease,Decrease,Increase,Loans from commercial banks,Yes,Yes,No,Yes,Yes,Don't know,,,,,,,,8,,,,,,,
656189,322,Open,No,,Remain the same,,,100,Does not apply,Yes,90,Remain the same,Remain the same,Remain the same,Yes,Yes,Yes,30,0,71,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,8,,,,,,,
656190,686,Open,Yes,3,Decrease,,30,100,Does not apply,Yes,,Remain the same,Decrease,Decrease,Yes,Yes,Yes,20,15,12,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,Government grants,No,Yes,No,Does not apply,No,"No, but expect to receive them in the next 3 months",No,No,No,Yes,No,No,,2,,,,,,,
656191,532,Open,Yes,4,Decrease,,40,100,Does not apply,Yes,,Decrease,Decrease,Decrease,Yes,No,Yes,90,100,6,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,8,,,,,,,
656192,864,Open,Yes,1,Decrease,,10,100,Does not apply,No,90,Decrease,Decrease,Decrease,Yes,Yes,Yes,15,20,17,Remain the same,Decrease,0,0,0,Decrease,Remain the same,Increase,None of the above,No,No,No,No,No,No,,,,,,,,2,,,,,,,
656193,356,Open,No,,Increase,15,,90,Increase,No,100,Increase,Increase,Increase,No,No,No,10,0,36,Remain the same,Remain the same,,,Does not apply,Increase,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656194,1194,Open,No,,Decrease,,20,100,Does not apply,Yes,80,Decrease,Decrease,Decrease,No,Yes,No,0,10,105,Remain the same,Decrease,21,0,Does not apply,Decrease,Remain the same,Remain the same,Equity finance,No,No,No,No,No,No,,,,,,,,12,,,,,,,
656195,878,Open,Yes,6,Decrease,,15,100,Does not apply,No,50,Decrease,Decrease,Decrease,No,No,Yes,0,25,48,Decrease,Decrease,0,4,21,Decrease,Remain the same,Remain the same,Equity finance,No,Yes,No,No,No,No,,,,,,,,8,,,,,,,
656196,206,Open,Yes,4,Decrease,,70,100,Decrease,No,60,Decrease,Decrease,Decrease,Yes,Yes,Yes,26,50,8,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Delaying payments to suppliers or workers,Yes,No,No,No,No,"No, but expect to receive them in the next 3 months",No,No,Yes,Yes,Yes,No,,4,,,,,,,
656197,439,Open,Yes,2,Decrease,,10,100,Does not apply,Yes,80,Decrease,Decrease,Remain the same,No,No,Yes,5,10,400,Decrease,Decrease,100,25,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,No,Yes,No,No,,Don't know,,,,,,,
656198,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656199,772,Open,Yes,6,Decrease,,30,100,Does not apply,No,50,Decrease,Decrease,Decrease,Yes,Yes,Yes,50,0,40,Remain the same,Remain the same,,,10,Decrease,Decrease,Increase,Delaying payments to suppliers or workers,Yes,No,No,No,No,"No, but expect to receive them in the next 3 months",No,No,No,No,Yes,No,,Don't know,,,,,,,
656200,1067,Open,Yes,2,Decrease,,30,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,40,0,69,Remain the same,Remain the same,,,30,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,4,,,,,,,
656201,960,Temporarily closed,,12,Decrease,,30,100,Does not apply,Yes,,Decrease,Decrease,Decrease,Yes,Yes,Yes,Don't know,13,13,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Equity finance,Yes,Yes,No,No,No,No,,,,,,,,16,,,,,,,
656202,314,Open,Yes,6,Decrease,,30,100,Does not apply,No,40,Decrease,Decrease,Decrease,Yes,No,Yes,10,0,150,Remain the same,Remain the same,,,20,Decrease,Decrease,Increase,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,No,No,Yes,No,,Don't know,,,,,,,
656203,832,Temporarily closed,,12,Decrease,,100,100,Does not apply,No,0,Decrease,Decrease,Decrease,No,No,No,0,0,76,Decrease,Remain the same,21,0,32,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,Yes,Yes,Yes,"No, but expect to receive them in the next 3 months",No,Yes,Yes,Yes,No,No,,2,,,,,,,
656204,539,Open,Yes,2,Decrease,,20,100,Does not apply,Yes,80,Decrease,Decrease,Decrease,Yes,No,No,10,5,45,Decrease,Decrease,20,5,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656205,433,Temporarily closed,,12,Decrease,,100,100,Does not apply,No,0,Decrease,Decrease,Decrease,No,No,No,0,0,101,Decrease,Decrease,0,0,41,Decrease,Decrease,Decrease,Loans from commercial banks,Yes,Yes,Yes,Yes,Yes,"No, but expect to receive them in the next 3 months",Yes,Yes,Yes,Yes,Yes,No,,4,,,,,,,
656206,1210,Open,Yes,4,Decrease,,40,100,Does not apply,Yes,,Decrease,Decrease,Decrease,No,No,Yes,0,0,5,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Equity finance,No,No,No,No,No,No,,,,,,,,8,,,,,,,
656207,615,Temporarily closed,,12,Decrease,,100,100,Does not apply,No,,Decrease,Decrease,Decrease,No,No,No,0,0,14,Increase,Remain the same,,,Does not apply,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,"No, but expect to receive them in the next 3 months",No,No,Yes,Yes,No,No,,5,,,,,,,
656208,393,Temporarily closed,,12,Decrease,,100,100,Does not apply,No,,Decrease,Decrease,Decrease,No,No,No,0,0,18,Decrease,Remain the same,4,2,7,Decrease,Remain the same,Remain the same,Loans from commercial banks,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,0,,,,,,,
656209,1222,Open,Yes,2,Decrease,,50,100,Does not apply,Yes,,Decrease,Decrease,Decrease,No,No,No,0,0,15,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656210,718,Open,No,,Remain the same,,,100,Does not apply,No,,Remain the same,Remain the same,Remain the same,No,No,No,0,0,132,Remain the same,Decrease,10,0,23,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,12,,,,,,,
656211,386,Open,No,,Decrease,,30,100,Does not apply,No,,Remain the same,Decrease,Decrease,No,No,No,0,0,11,Remain the same,Decrease,0,3,0,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,No,Yes,No,No,,4,,,,,,,
656212,444,Open,Yes,3,Decrease,,10,100,Does not apply,Yes,,Remain the same,Decrease,Decrease,No,No,Yes,13,20,108,Remain the same,Remain the same,,,38,Decrease,Decrease,Decrease,Loans from commercial banks,Yes,Yes,No,No,No,No,,,,,,,,4,,,,,,,
656213,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656214,1031,Open,No,,Increase,8,,100,Does not apply,Yes,,Increase,Increase,Increase,Yes,Yes,Yes,75,60,22,Remain the same,Remain the same,,,Does not apply,Increase,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,12,,,,,,,
656215,61,Temporarily closed,,11,Decrease,,80,100,Does not apply,No,,Decrease,Decrease,Decrease,Yes,Yes,Yes,20,100,10,Remain the same,Remain the same,,,Does not apply,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,No,Does not apply,Yes,No,,,,,,,,4,,,,,,,
656216,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656217,152,Open,No,,Remain the same,,,100,Does not apply,Yes,,Remain the same,Remain the same,Remain the same,Yes,Yes,Yes,100,80,15,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,Does not apply,No,No,,,,,,,,8,,,,,,,
656218,81,Open,Yes,4,Decrease,,30,100,Does not apply,Yes,,Decrease,Decrease,Decrease,Yes,Yes,Yes,30,0,5,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,Yes,No,No,No,No,,,,,,,,8,,,,,,,
656219,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656220,1225,Open,Yes,8,Decrease,,65,85,Decrease,Yes,,Decrease,Decrease,Decrease,Yes,Yes,Yes,35,20,73,Remain the same,Decrease,15,0,Does not apply,Decrease,Remain the same,Increase,Loans from commercial banks,Yes,Yes,No,Yes,No,"No, but expect to receive them in the next 3 months",No,Yes,Yes,No,Yes,No,,2,,,,,,,
656221,491,Open,Yes,7,Decrease,,50,100,Does not apply,No,,Decrease,Decrease,Decrease,No,Yes,Yes,0,0,14,Decrease,Increase,5,0,0,Decrease,Remain the same,Remain the same,None of the above,No,Yes,No,No,No,No,,,,,,,,Don't know,,,,,,,
656222,505,Temporarily closed,,12,Decrease,,30,100,Does not apply,Yes,,Decrease,Decrease,Decrease,No,Yes,Yes,Don't know,100,16,Remain the same,Remain the same,,,Does not apply,Decrease,Increase,Increase,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,No,,,,,,,,12,,,,,,,
656223,249,Temporarily closed,,8,Decrease,,90,100,Does not apply,Yes,,Decrease,Decrease,Decrease,Yes,Yes,Yes,100,100,9,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,Yes,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,Yes,Yes,Yes,No,,5,,,,,,,
656224,1279,Open,Yes,6,Decrease,,12,100,Does not apply,Yes,,Decrease,Decrease,Decrease,No,No,Yes,24,50,12,Remain the same,Remain the same,,,0,Decrease,Remain the same,Remain the same,None of the above,No,Yes,No,No,No,No,,,,,,,,8,,,,,,,
656225,1107,Open,Yes,2,Decrease,,10,100,Does not apply,Yes,,Decrease,Decrease,Remain the same,No,No,Yes,5,10,15,Remain the same,Decrease,10,0,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,No,No,No,No,,Don't know,,,,,,,
656226,1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656227,155,Open,No,,Remain the same,,,100,Does not apply,Yes,,Remain the same,Remain the same,Remain the same,Yes,Yes,Yes,60,40,10,Remain the same,Remain the same,,,0,Remain the same,Remain the same,Remain the same,,No,No,No,Does not apply,No,No,,,,,,,,6,,,,,,,
656228,416,Open,Yes,9,Decrease,,40,100,Does not apply,Yes,,Decrease,Decrease,Decrease,Yes,Yes,Yes,30,15,100,Remain the same,Remain the same,,,45,Decrease,Remain the same,Don't know,Delaying payments to suppliers or workers,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,,4,,,,,,,
656229,808,Open,No,,Remain the same,,,100,Does not apply,No,,Remain the same,Remain the same,Remain the same,No,No,No,0,0,6,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656230,431,Open,Yes,4,Decrease,,40,100,Does not apply,Yes,,Remain the same,Decrease,Decrease,Yes,Yes,Yes,50,1,6,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,Yes,No,No,No,No,,,,,,,,4,,,,,,,
656231,228,Open,Yes,4,Decrease,,30,100,Does not apply,Yes,,Decrease,Decrease,Decrease,No,No,No,Don't know,0,8,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656232,965,Open,No,,Decrease,,35,40,Decrease,No,,Decrease,Decrease,Decrease,Yes,No,No,15,20,16,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,12,,,,,,,
656233,357,Open,No,,Decrease,,20,100,Does not apply,Yes,,Remain the same,Decrease,Remain the same,Yes,No,Yes,100,100,6,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,12,,,,,,,
656234,840,Open,Yes,2,Decrease,,20,100,Does not apply,No,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,5,35,34,Remain the same,Decrease,0,0,5,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,No,,,,,,,,2,,,,,,,
656235,384,Open,No,,Remain the same,,,100,Does not apply,No,90,Remain the same,Remain the same,Remain the same,No,No,Yes,0,30,900,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656236,541,Open,Yes,4,Decrease,,50,100,Does not apply,No,,Decrease,Decrease,Decrease,Yes,No,No,0,0,5,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,No,Yes,No,No,,5,,,,,,,
