idstd,panelid,year,b1,b2c,b3,b5,b8,c22b,d12a,d1a1x,d1a3,d2,d3a,f1,f2,g5a,g5b,g5bx,g6a,h1,k1c,k2c,k4,k5a,k5f,k5i,k6,k7,k8,l1,l11a,l11b,l6,l8,n2a,n2b,n2e,n2f,n2i,n3,n5a,n5b,n7a,a17,_2012_2019_BMd1a,_2012_2019_BMd1b,_2012_2019_e2b,_2012_2019_h5,_2012_2019_BMh1,_2012_2019_BMh2,_2012_2019_BMh3,_2012_2019_h9,_2012_2019_g1a,_2012_2019_k3a,_2012_2019_k3bc,_2012_2019_k3e,_2012_2019_k3f,_2012_2019_BMk3hd,_2012_2019_k5bc,_2012_2019_k5e,_2012_2019_BMk5hdj,_2019_d1a1a,_2019_h8,_2019_BMk3a,_2019_BMk3b,_2019_k5a1,_2019_k5bc1,_2019_k5i1,_2019_k5e1,_2019_k5f1,_2019_BMk5a,_2019_BMk5a1,_2019_BMk5b,_2019_BMk5b1,_2019_BMk5hdj1,_2019_BMl1a,_2019_l11a1,_2019_l11b1,_2019_n2p
656074,514426,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2008,No,Yes,0,"Connecting Users And Providing Access To The Internet Using Cable Data Transmission Systems: Ethernet, Fiber, Dsl",80,14000000,100,,,,,,0,Yes,0,50,Yes,100,0,0,Yes,Don't know (spontaneous),No,12,,,No full-time seasonal or temporary workers,,5800000,100000,,100000,,9000000,350000,0,,Are in some case taken from books and in some case estimates,Increase,10,5,No,Yes,No,No,,Does not apply is a floor in a building (spontaneous),100,0,0,0,0,0,0,0,Provide services of,,0,0,,,,,,0,,0,,,,,,
656075,514430,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2007,No,No,100,Car Repair And Maintenance,80,15000000,100,,,,,,0,No,0,0,Yes,90,0,10,Yes,No,Yes,24,,,No full-time seasonal or temporary workers,,9000000,1000000,,1000000,,12500000,500000,0,,Are estimates computed with some precision,Increase,20,Too many to count,No,No,No,No,,0,80,20,0,0,0,0,0,0,Provide services of,,0,0,,,,,,0,,0,,,80,,,
656076,514432,2019,Shareholding company with non-traded shares or shares traded privately,0,50,1999,No,Yes,80,"Production Of Various Types Of Lift Cranes, Hoists, Winches, Jacks, Ascensors, Pullers, Gearboxes.",80,96000000,90,90,40,,,,100,No,70,90,Yes,100,0,0,Yes,No,No,37,,,No full-time seasonal or temporary workers,,18000000,900000,48000000,1500000,,90000000,2700000,0,15000000,Are estimates computed with some precision,Increase,5,Don't know (spontaneous),No,Yes,No,No,,100,100,0,0,0,0,0,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,Don't know (spontaneous),,,70000000
656077,514434,2019,Shareholding company with shares traded on the stock market,25,25,2002,No,Yes,100,"Recycling Of Industrial Waste, Waste Disposal",100,18000000,100,90,40,,,,0,No,0,0,Yes,30,0,0,Yes,No,Yes,20,,,No full-time seasonal or temporary workers,,11000000,1200000,3500000,900000,,18000000,1200000,0,5000000,Are estimates computed with some precision,Stay the same,,10,No,No,No,No,,0,80,20,0,0,0,70,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,,,,17000000
656079,514436,2019,Shareholding company with shares traded on the stock market,51,51,2011,No,Yes,95,Communication Equipment Manufacturing,100,Don't know (spontaneous),100,90,40,,,,100,No,0,0,Yes,100,0,0,Yes,No,No,130,50,100,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Are estimates computed with some precision,Stay the same,,Don't know (spontaneous),No,Yes,Yes,Yes,Don't know (spontaneous),100,100,0,0,0,0,0,0,0,Manufacturing of ,Yes,0,0,,,,,,0,,0,,,90,,,Don't know (spontaneous)
656080,514440,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2002,No,No,100,Wholesale Trade Of Hardware,90,11000000,100,,,,,,0,No,10,30,No,,,,Yes,No,Yes,21,,,No full-time seasonal or temporary workers,,5000000,700000,,500000,,10000000,,,,Are estimates computed with some precision,Increase,5,15,No,No,No,No,,0,90,5,0,5,0,,,,Wholesale trade of,,0,0,,,,,,,,,,,Don't know (spontaneous),,,
656082,514444,2019,Shareholding company with non-traded shares or shares traded privately,0,34,2010,No,Yes,30,"Printing Of Newspapers, Magazines",100,23000000,100,80,80,,,,100,Yes,50,0,Yes,100,0,0,Yes,Don't know (spontaneous),Yes,10,,,No full-time seasonal or temporary workers,,4200000,72000,14500000,0,,20000000,100000,0,1500000,Are in some case taken from books and in some case estimates,Increase,10,Too many to count,No,Yes,No,No,,Does not apply is a floor in a building (spontaneous),50,20,0,30,0,0,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,,,,19000000
656083,514452,2019,Shareholding company with non-traded shares or shares traded privately,0,25,2003,No,No,100,Manufacture Of Rubber Products,80,140000000,100,90,Don't know (spontaneous),,,,0,No,15,20,No,,,,No,No,Yes,102,,,No full-time seasonal or temporary workers,,80000000,2000000,40000000,2000000,,100000000,,,25000000,Are estimates computed with some precision,Increase,20,15,No,No,No,No,,0,90,5,0,5,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,Don't know (spontaneous),,,130000000
656084,514457,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2005,No,No,95,"Manufacturing Of Welded Beams, Supporting Columns, Trusses And Subrafter Trusses, Floor Beams, Ties, Crossbars.",80,56000000,100,90,60,,,,85,No,0,0,No,,,,Yes,Don't know (spontaneous),Yes,35,,,No full-time seasonal or temporary workers,,15600000,840000,36000000,660000,,50000000,,,7000000,Are in some case taken from books and in some case estimates,Increase,10,3,No,No,No,No,,100,50,0,0,50,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,,,,54000000
656085,514461,2019,Shareholding company with non-traded shares or shares traded privately,0,100,1996,No,Yes,80,"Manufacturing Of Accessories, Furniture Accessories, Roller Guides, Meta Boxes, Various Door Accessories, Hinges, Rods, Shelf Holders, Furniture Bases.",100,132000000,100,85,40,,,,90,No,30,70,No,,,,Yes,No,No,42,,,No full-time seasonal or temporary workers,,21600000,1200000,84000000,1500000,,120000000,,,100000000,Are in some case taken from books and in some case estimates,Increase,5,Don't know (spontaneous),No,Yes,Yes,No,200000,100,70,0,0,30,0,,,,Manufacturing of ,Yes,0,0,,,,,,,,,,,,,,110000000
656087,514489,2019,Shareholding company with non-traded shares or shares traded privately,0,100,1993,No,Yes,100,"Wholesale Trade In Summer And Winter Workwear, Service Sector Uniforms And Medical Clothing, Special Hats, Gloves And Mittens, Shoes, And Signal Clothing Equipped With Light Reflectors",70,36000000,100,,,,,,0,No,80,50,No,,,,Yes,Don't know (spontaneous),Yes,6,,,No full-time seasonal or temporary workers,,3100000,24000,,700000,,32000000,,,,Are in some case taken from books and in some case estimates,Increase,7,Too many to count,No,No,No,No,,Does not apply is a floor in a building (spontaneous),80,20,0,0,0,,,,Wholesale trade of,,0,0,,,,,,,,,,,,,,
656088,514508,2019,Shareholding company with non-traded shares or shares traded privately,0,100,Don't know (spontaneous),No,Yes,Don't know (spontaneous),Wholesale Trade In Equipment And Tools For Agriculture,100,830000000,100,,,,,,0,No,30,25,No,,,,Yes,Yes,Yes,70,,,Don't know (spontaneous),,160000000,Don't know (spontaneous),,Don't know (spontaneous),,Don't know (spontaneous),,,,Are estimates computed with some precision,Don't know (spontaneous),,Don't know (spontaneous),No,No,No,No,,0,50,50,0,0,0,,,,Wholesale trade of,,0,0,,,,,,,,,,,45,,,
656089,514521,2019,Shareholding company with non-traded shares or shares traded privately,0,25,2007,No,No,100,"Retail Sale Of Food, Beverages, Cigarettes",100,70000000,100,,,20,Square Meters,,0,No,0,0,No,,,,Yes,No,No,20,,,No full-time seasonal or temporary workers,,10000000,300000,,Don't know (spontaneous),Don't know (spontaneous),74000000,,,,Are estimates computed with some precision,Decrease,10,Too many to count,No,No,No,No,,Does not apply is a floor in a building (spontaneous),50,0,0,0,50,,,,Retail trade of,,0,0,,,,,,,,,,,30,,,
656090,514527,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2011,No,Yes,40,Car Maintenance,80,480000000,100,,,,,,0,No,15,20,No,,,,Yes,Yes,No,22,,,No full-time seasonal or temporary workers,,69000000,630000,,200000,,640000000,,,,Are in some case taken from books and in some case estimates,Increase,Don't know (spontaneous),10,No,No,No,No,,0,100,0,0,0,0,,,,Provide services of,,0,0,,,,,,,,,,,100,,,
656091,514547,2019,Shareholding company with non-traded shares or shares traded privately,0,80,2005,No,Yes,98,Manufacture Of Pipe Fittings: Flat Steel Welded Flanges,100,228000000,100,70,40,,,,100,No,0,30,No,,,,Yes,Don't know (spontaneous),Yes,161,,,No full-time seasonal or temporary workers,,74400000,4600000,144000000,2200000,,Don't know (spontaneous),,,80000000,Are estimates computed with some precision,Increase,5,3,No,Yes,Don't know (spontaneous),Don't know (spontaneous),,100,100,0,0,0,0,,,,Manufacturing of ,No,0,0,,,,,,,,,,,Don't know (spontaneous),,,226000000
656092,514605,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2009,No,No,100,Production Of Building Metal Structures,100,74000000,100,80,60,,,,100,No,40,40,No,,,,Yes,Yes,Yes,11,,,No full-time seasonal or temporary workers,,8000000,600000,29000000,500000,,75000000,,,50000000,Are in some case taken from books and in some case estimates,Decrease,15,15,No,No,No,No,,0,50,30,0,0,20,,,,Manufacturing of ,,0,0,,,,,,,,,,,,,,Don't know (spontaneous)
656093,514649,2019,Shareholding company with non-traded shares or shares traded privately,0,50,2008,No,Yes,100,Production Of Dietary And Diabetic Products (Tea With Dietary Supplements),100,4000000,90,40,30,,,,0,No,30,50,No,,,,Yes,No,No,5,,,No full-time seasonal or temporary workers,,1100000,90000,2500000,0,,13400000,,,Don't know (spontaneous),Are estimates computed with some precision,Stay the same,,Too many to count,No,No,No,No,,0,40,0,0,60,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,,,,3700000
656094,514650,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2012,No,No,80,Wholesale Of Baby Food,100,50180000,100,,,,,,0,No,10,0,No,,,,Yes,No,Yes,15,,,No full-time seasonal or temporary workers,,7100000,45000,,80000,,53420000,,,,Are taken directly from establishment records,Decrease,30,10,No,No,No,No,,0,100,0,0,0,0,,,,Wholesale trade of,,0,0,,,,,,,,,,,50,,,
656095,514654,2019,Shareholding company with non-traded shares or shares traded privately,0,46,2016,Yes,Yes,0,"Knitwear Production: T-Shirts, Sweatshirts, Tracksuits, Bombers",100,50000000,98,100,40,,,,0,No,30,40,Yes,100,0,0,Yes,Yes,No,25,,,5,4,8400000,84000,20000000,120000,,Establishment was not in business in Fiscal Year,500000,0,1500000,Are estimates computed with some precision,Increase,200,Too many to count,No,No,No,No,,0,100,0,0,0,0,0,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,,,,35000000
656096,514655,2019,Shareholding company with non-traded shares or shares traded privately,0,51,2009,No,No,98,"Production Of Metal Cisterns, Basins And Tanks",90,4900000,100,70,40,,,,0,No,50,25,No,,,,Yes,No,Yes,5,,,1,3,2000000,500000,2200000,0,,4500000,,,1000000,Are estimates computed with some precision,Stay the same,,Too many to count,No,No,No,No,,0,60,15,0,25,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,,,,4700000
656097,514658,2019,Shareholding company with non-traded shares or shares traded privately,0,60,2014,No,No,100,"Wholesale Trade Of Butter, Margarine, Spreads",100,38000000,50,,,,,,0,No,Don't know (spontaneous),Don't know (spontaneous),No,,,,Yes,No,No,23,,,2,3,Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,35000000,,,,Are estimates computed with some precision,Increase,3,Don't know (spontaneous),No,Yes,Yes,No,250000,0,80,0,0,0,20,,,,Wholesale trade of,Yes,0,0,,,,,,,,,,,70,,,
656098,514659,2019,Shareholding company with non-traded shares or shares traded privately,0,99,1997,No,Yes,60,"Production Of Plastic, Joinery And Rubber Products Used In Construction, Namely Plastic Windows And Doors",99,2000000000,100,80,60,,,,100,No,45,55,Yes,100,0,0,Yes,No,Yes,389,,,46,12,270000000,900000,1200000000,3000000,,1300000000,20000000,0,35000000,Are estimates computed with some precision,Increase,10,Too many to count,No,No,No,No,,0,30,10,0,45,15,0,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,75,,,1400000000
656099,514660,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2003,No,Yes,30,Wholesale Of Floorboard,90,2000000000,100,,,,,,0,No,10,9,Yes,100,0,0,Yes,Yes,Yes,34,,,No full-time seasonal or temporary workers,,40000000,1500000,,4000000,,1600000000,1500000,0,,Are estimates computed with some precision,Increase,10,Too many to count,No,No,No,No,,0,94,0,1,5,0,0,0,0,Wholesale trade of,,0,0,,,,,,0,,0,,,,,,
656100,514662,2019,Shareholding company with non-traded shares or shares traded privately,0,50,2006,No,Yes,50,"Publication Of Books, Brochures, Advertising Booklets, Vocabulary, Encyclopedias, Informational And Identification Labels, Films, Epdm Rubber And Other Products",90,256000000,80,85,60,,,,50,No,30,10,Yes,85,0,0,Yes,Yes,Yes,8,,,No full-time seasonal or temporary workers,,30000000,4000000,160000000,5000000,,230000000,4000000,0,40000000,Are estimates computed with some precision,Stay the same,,Too many to count,No,No,Yes,No,1000000,50,30,5,0,50,15,5,0,10,Manufacturing of ,Yes,0,0,,,,,,0,,0,,,,,,220000000
656101,514664,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2007,No,Yes,50,"Production Of Printed Products (Booklets, Paper Bags)",85,16000000,100,60,70,,,,0,No,50,5,No,,,,Yes,No,No,20,,,No full-time seasonal or temporary workers,,9000000,700000,3800000,700000,,14000000,,,20000000,Are estimates computed with some precision,Stay the same,,Too many to count,No,No,No,No,,0,80,0,0,10,10,,,,Manufacturing of ,,0,0,,,,,,,,,,,,,,14500000
656102,514666,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2014,No,Yes,80,"Printing Of Newspapers, Magazines",90,21770000,95,70,80,,,,0,Yes,0,25,No,,,,Yes,Yes,Yes,9,,,9,3,6800000,58000,2500000,Don't know (spontaneous),,18956000,,,5000000,Are estimates computed with some precision,Don't know (spontaneous),,10,No,No,No,No,,Does not apply is a floor in a building (spontaneous),30,30,0,30,10,,,,Manufacturing of ,,0,0,,,,,,,,,,,40,,,2700000
656103,514671,2019,Shareholding company with non-traded shares or shares traded privately,0,100,1991,No,Yes,90,Production Of Medical Equipment,100,161342000,70,65,40,,,,100,Yes,10,10,No,,,,Yes,No,Yes,18,,,No full-time seasonal or temporary workers,,9000000,136000,30000000,50000,,196620000,,,1000000,Are estimates computed with some precision,Decrease,40,Too many to count,No,No,Yes,No,,Does not apply is a floor in a building (spontaneous),65,10,0,10,5,,,,Manufacturing of ,No,10,0,,,,,,,,,,,50,No employees trained,No employees trained,9500000
656104,514675,2019,Shareholding company with non-traded shares or shares traded privately,0,50,2004,No,Yes,100,Production Of Musical Instruments - Button Accordions,95,170000000,100,95,48,,,,0,No,25,25,No,,,,Yes,Yes,No,24,,,No full-time seasonal or temporary workers,,40000000,95000,8000000,75000,,140000000,,,25000000,Are estimates computed with some precision,Increase,5,3,No,No,No,No,,0,75,0,0,25,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,40,,,8000000
656106,514683,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2011,No,Yes,100,"Production Of Plastic Products - Development, Manufacture Of Molds, Metalworking, Molding Of Plastics",95,370000000,100,95,48,,,,0,No,30,30,No,,,,Yes,Yes,Yes,93,,,No full-time seasonal or temporary workers,,60000000,150000,85000000,220000,,290000000,,,30000000,Are estimates computed with some precision,Increase,8,5,Yes,No,No,No,,0,50,20,0,30,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,30,,,85000000
656107,514685,2019,Shareholding company with non-traded shares or shares traded privately,0,80,2006,Yes,Yes,15,Production Of Integrated Architectural Decoration For Facades And Interiors,60,200000000,100,80,60,,,,0,Yes,30,50,Yes,80,0,20,Yes,No,No,30,No employees trained,100,200,4,70000000,600000,100000000,1000000,,95000000,5000000,0,Don't know (spontaneous),Are estimates computed with some precision,Increase,14,20,Yes,No,Yes,No,,0,100,0,0,0,0,0,0,0,Manufacturing of ,No,0,0,,,,,,0,,0,,,30,,,Don't know (spontaneous)
656108,514686,2019,Shareholding company with non-traded shares or shares traded privately,0,90,2002,Yes,Yes,10,Sheet Glass Production,90,12000000,100,70,40,,,,0,No,10,10,No,,,,Yes,No,No,33,,,10,12,10000000,800000,8000000,700000,,13000000,,,10000000,Are estimates computed with some precision,Stay the same,,Too many to count,No,No,No,No,,0,100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,50,,,Don't know (spontaneous)
656109,514687,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2005,No,Yes,100,Metal Machining,95,35000000,100,95,48,,,,0,No,30,30,No,,,,Yes,Yes,No,21,,,No full-time seasonal or temporary workers,,15000000,160000,5000000,130000,,28000000,,,12000000,Are estimates computed with some precision,Increase,5,5,No,No,No,No,,0,70,0,0,30,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,20,,,5000000
656110,514689,2019,Shareholding company with non-traded shares or shares traded privately,0,100,1993,No,No,80,Manufacture Of Utilities For Water Supply,100,5000000,100,60,30,,,,0,No,30,60,No,,,,Yes,No,No,11,,,2,3,2500000,30000,2000000,10000,,7000000,,,3500000,Are estimates computed with some precision,Stay the same,,Too many to count,No,No,No,No,,0,70,0,0,30,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,90,,,4800000
656111,514692,2019,Shareholding company with shares traded on the stock market,0,100,2002,No,Yes,70,Maintenance And Repair Of Motor Vehicles,90,99500000,100,,,,,,0,No,10,5,No,,,,Yes,No,No,152,,,No full-time seasonal or temporary workers,,85000000,1500000,,1000000,,65400000,,,,Are estimates computed with some precision,Increase,10,Too many to count,No,Yes,No,No,,0,95,0,0,5,0,,,,Provide services of,,0,0,,,,,,,,,,,35,,,
656112,514693,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2012,No,Yes,100,Repair Of Ventilation And Cooling Systems,97,48000000,100,,,Don't know (spontaneous),,,0,No,25,25,No,,,,Yes,Yes,Yes,25,,,No full-time seasonal or temporary workers,,20000000,55000,,95000,Don't know (spontaneous),40000000,,,,Are estimates computed with some precision,Increase,7,6,No,No,No,No,,0,65,10,0,25,0,,,,Retail trade of,,0,0,,,,,,,,,,,30,,,
656113,514695,2019,Shareholding company with non-traded shares or shares traded privately,0,27,2007,No,No,60,Production Of Electrical Distribution And Control Equipment,80,5500000,100,80,50,,,,0,No,30,10,No,,,,Yes,No,No,5,,,2,3,2300000,600000,2500000,Don't know (spontaneous),,5000000,,,1500000,Are estimates computed with some precision,Stay the same,,Too many to count,No,No,No,No,,0,80,0,0,20,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,,,,5400000
656114,514703,2019,Shareholding company with non-traded shares or shares traded privately,0,Don't know (spontaneous),1993,No,Yes,30,"Installation, Commissioning And Operation Of Automation Equipment: Fire, Burglar Alarm, Automation Of Heating Systems, Maintenance And Repair Of Technical Equipment.",100,564000000,100,,,,,,100,No,Don't know (spontaneous),75,Yes,100,0,0,Yes,Don't know (spontaneous),No,119,,,No full-time seasonal or temporary workers,,72000000,600000,,3600000,,558000000,1800000,0,,Are in some case taken from books and in some case estimates,Increase,10,Too many to count,No,Yes,No,No,,100,90,0,0,10,0,0,0,0,Construction of,,0,0,,,,,,0,,0,,,80,,,
